label	descrip
0	我
0	开具红字增值税专用发票信息表开错了金额
0	我想问一下里边那个小孩的医疗那个保险那个扣费是什么时候开始的
0	麻烦帮我转人工
0	转人工
0	唉我的公司是一月份成立的血站赐我在我的身边系统里面我找不到我需要申报的税种这个有时候对我以后有没有问题
0	喂你好
0	哦我想查一下就是外来工她的户口转为本地然后他的年龄已经达到退休他今年的年龄是五十岁他的那个社保的话可以转为本地的那个呃本地的缴销奇数吗
0	
0	哦是这样的我是四月份考开百分之十六的电这个要怎么操作
0	代开发票
0	
0	请问一下那个税务发票是先饿死十万版的那个整天开会开到一次一万三是不是
0	社保扣款
0	发票怎么旅游
0	额增值税发票丢失
0	这是我单位有一个员工然后呢他一月份还没入职但是呢我们应该发他一部分劳务费但是呢这边劳务费在一月份没有支付而在三月份的时候才支付了
0	发票是假的我要打电话投诉你给我说个电话号码
0	没有
0	营业执照被吊销
0	转人工
0	谢谢
1	放屁同志说
0	出现系统及异常
0	需要查社保
0	请问那个继承的二手房买卖再次买卖需要收取什么费用
0	转人工
0	很好啊收到一条短信说一下我要继续申报纳税这个不知道什么情况
0	哦
0	你好我要去税局购买那个开票的税盘的话需要带什么资料然后是不是要到所属的税务机关去购买还是说正一个数据都可以购买
0	人工
1	滚滚滚
0	啊就是有关增值税从四月份开始税率有百分之十六下降到百分之十三这方面的最新政策好操作指引
0	我要人工台
0	只报了个地堡那你要拿钱包这个记录没有拿到是这个马屁的他就不用拿药
0	请问一下我要报年度的报表请问是不是要请中介做了睡神报告的这个年报才要保如果没有错是不是不用报这个税审报告
0	哦喂
0	转人工
0	税务局账号不存在怎么回事
0	想问下那个附加税申报表和附加税完税凭证哪里可以查询打印
0	小龟
0	我是想问一下我们公司的报价加上一个情况
0	开具发票十打印时啊让输入
0	转人工
0	嗯年终奖个税能公司能选择两种方式申报吗
0	哦想问一下那个怎么打印纳税清单吧
0	寻找人工服务
0	转人工
0	喂你好我想咨询人工服务
0	乖
0	现在报税一窗式对比为什么老是显示错误不能报税
0	我还行
0	那你那就是傻
0	我想问一下如果我遇见了生殖器是不是肺癌还要一家人欠税和教育费附加我是小姑娘收入不买三十万是不是我再不会难过或者继续睡觉猪头提交正式的房子先要预交保证是教育费附加和地方教育费附加
0	快
0	诶我问一下那个利息股息红利所得是一个月报一次还是一季度报一次啊
0	转个服
0	进口增值税抵扣
0	转人工
0	转人工服务
0	我答应宝贝要答应不出来
0	哦你好就是我我我发的这个这个东西是我的信息怎么是百分之九十二还有什么东西没完成我就搞不懂你们可不可以帮我申请一下
0	为什么上面显示未申报呢
0	病根购票员
0	便宜得的都没有
0	本人本月套餐没有申报记录是不是不用怕
0	嗯就是有一个客户把发票弄丢了然后他问一下我们现在要怎么操作比较好
0	请问系统出现本年度所有猪猪字起止时间不可交叉这个问题是怎么回事啊老是跳出来我没法操作下一步
0	没法真诚申报企业所得税
0	我想问一下我这个名字怎么姓曾公司办理那个社保我的名字怎么这么客气
0	转人工
0	请问怎么查询个人所得税申报成没成功
0	哦经营许可证到期买不了发票怎么操作
0	我想咨询一下发票代开里面有老公哦有一个中锋你妹如果我们公司的省下来只有一个短信没有多项的选择
0	个人所得税
0	谷穗证明
0	我想咨询一下增值税网上认证要怎么操作
0	二票不成功
1	有病啊
0	请问那个南区的那个车辆购置税在哪里购买
0	你好我想咨询我们今年的社保上限基数还会不会调整
0	定额发票还可以用吗
0	增值税普通发票红冲要怎样做
0	认证发票
0	赵阳光
0	你好你不知道我打死你了
1	放屁
0	如何查询自然人税收管理系统密码
0	对对
0	为什么没听到
0	我想请问怎么买税控盘
0	季度申报中弥补以前年度亏损怎么填报
0	缴纳城乡医保
0	能帮到北京来人工人工都买下来
0	啊我现在在那个自然人税收管理系统上面操作然后的话现在是已经把公司的人员信息添加上去了然后准备是报送按了报送之后它显示手机号码为空让我先绑定手机号码啊但是我已经绑定我想知道这是怎么回事呢
0	喂你好我想问一下就是我怎么样在网上申办那个银行的待客代缴义务呀委托委托收款协议怎么做怎么操作呀
0	哎就是最近代开发票会有一个二维码叫我们扫码自己开具发票你这个傻吗开具发票的是电子发票还是普通发票这个流程怎样
0	这是我第一次开那个专用发票吗我要去哪里查询已开通可以去领发票了
0	个人所得税的退税优惠
0	请问一下那个个人申报那个纳税的那个那个他们说的是免税的那个应该怎样怎样办理在上操作
0	那个这就是股权变更
0	人工服务
0	我那个在那个自然人管理系统里面那个企业管理本身有两个单位现在只看见一个单位了我怎么操作才可以把那个单位调出来
0	很阳光
0	转人工
0	个死人给单位开发票如何开
0	先转人工
0	电子书网站东路附近找个
0	嗯
1	你好我需要继续特傻逼
1	豆豆当年是猪吗
0	代开发票
0	嗯想咨询一下那个增值税纳税申报表附表是一般项目家庭经济抵减额计算本期发生额的话是填税额还是填进项进项额还是填进项税
0	我想问现在能够开百分之十六的发票吗
0	这个月那个嗯个人申报她需要修改密码但是我修改密码它老提示以前的原密码错误这个怎么改
0	标杆转人工
0	转人工
0	就是说怎么样解除购票员身份
1	放你妈的屁
1	操你妈卖批
0	冷血好升级要预约是属于什么业务
0	真假购票员怎么操作
0	我要转人工服务
0	我想咨询一下怎样去衡量我的那个是属于个体户还是属于企业呢
0	褪色
0	你们
0	解除自动扣费
0	社保就为什么还没扣款
0	你好请问哦四月份开百分之十六的税的发票要如何操作
0	我需要忍
0	妈了
1	放屁
0	嗯可以帮我转接湖里税务吗
0	你
0	没有关系这个我我我会再去
0	我小孩读小学发现那个社保卡每扣多少费用
0	你好怎么样彩票
0	你好请帮我转人工
0	我要咨询那个推那个退保的
0	未成年社保扣款
0	涟水县取个名字吧
0	我想问一下就是我的社保怎么扣了又还我扣了又还我已经发了两次信息了
0	哎哎不是那个那个新的那个
0	预约办税
0	开票呢先生
0	营业人员星期天交不上去
0	微信怎么申请电子发票
0	你这个问题都没解决怎么帮我啊
1	你个蠢货个税手续费返还
0	转人工服务
0	哦就是国家说四月一号要改了个睡哇赞睡真的会死是吗
0	我想查一下我的增值税发票别人给我开了增值税发票有没有作废
0	企业转让不动产增值税怎么缴纳
1	傲娇鬼妈逼
0	人工服务
1	妈的
1	什么狗屁
0	那我继续等待人工服务吧
0	额我想问下那张
0	喂
0	哈
0	林肯公园手机的电源键中间那里有个自己也有吗
0	喂
0	你说
0	个税申报但是企业管理那边显示未申报这样会有影响吗
0	好的
0	颜公主
0	我要转人工
0	转人工服务
0	转人工
0	呃我想问一下股东变更需要税务办理什么手续呢
0	喂你好
1	哎哟烦死了
0	那最真
0	个人所得税
0	关闭已经被人注册了
0	增值税发票冲红
1	你妹啊
0	个人所得税扣除税率怎么计算
0	申报系统
0	就在网上申请的发票审核通过为什么一直没有寄出来
0	哦申报个税在另外一台机器上要哦里面的数据怎么没有
0	如何增加购票员
0	我想查询那个就是申报了没有扣税的那种如何查询
0	啊
0	嗯十三十深圳真实身份呢
0	请问广告行业的那个税率是多少小规模纳税人广告行业的税率
0	进项税额转出
0	我就不想说了
0	个体户经营所得一点吗
0	你好我想问一下小孩子的事社保六月份代扣的款项怎么查有没有扣款成功
0	人工服务
1	电子废物及上的那个
0	嗯我想咨询我们有员工月愤怒值然后三月份再给他报个税的时候正常来说减除费用五千应该只扣一个月但目前系统里面是扣了两个月怎么处理
0	嗯你好我现在是呃身份证是一天津然后我交的是教师的那个是谢天津差别一个性我现在想问一下咨询一下我要爸爸姓谢的啊改真系我是要提交一些什么证明
0	喂
0	香港居民怎么缴纳个税
0	个税起征点
0	个税就是个税登记个税起风在哪里网页操作
0	我要办理购置税车辆购置税请问怎么操作
0	我的那个开票
0	额我是想说我登录我注册那个废物个人所得税那个那个我从未登陆过为什么他就有单用户如已登陆了请帮我查一下谢谢
0	猪租房的税收是多少
0	转人工
0	好几家那个那么笨呐
0	八八八
0	转人工
0	哎我想咨询一下我那个报税的时候那个申报是正常为什么扣款是付款不了呢
0	我本期抵扣但我把七部我本期已经认证的发票本期不抵扣如何操作报税
0	个人所得税起征点是多少
0	在申报核定的企业所得税时报表无法填入数据应该怎样操作谢谢
0	总分机构所得税的系数怎么调整
0	课表四个技术维护费填好以后逮不到猪膘里面去是怎么回事
0	蛋糕好
0	我笨刚刚办理了三合一的艳照我现在还需要去税务那里办理什么我需要开具发票
0	二如何查我们公司是属于哪个专管员管啊
0	你好我是想年报的怎么操作不了呢在手机上老显示工作正常这样的显示五零四是怎么回事啊去年的话年报个很好的今年操作不了是怎么回事啊
0	个税返还怎么操作
0	笨功夫
0	所得税退税
0	要看仔细
0	在吗下来是老母鸡啊我在这里这类型的吧
0	在一起
1	废物
0	我现在那个呃个人十二万个税申报现在我按你们的系统操作了之后他出现一申报失败现在错误编码是
0	就冲到了
1	麻烦死了
0	转人工
0	我想咨询一下申报纳税
0	生物行政处罚罚款需要在哪里缴纳
1	你赶紧滚粗
0	个体工商户的个人所得税如何申报
0	是这样的我想请问一下我那个户口呢是在咱们福建的厦门那我就是因为生了一场病之后嘞我又回到那个辽宁的戴尔大连就这边那段时间的没有交纳养老保险我想请问如何缴纳我这个中间这个补角的一个哦养老金就是从一三年的二月十五二月十五号一直到一八年的十二月份怎样缴纳
0	购房税购房税
0	医保卡为什么到现在还没有扣款
0	嗯增值税申报扣除的
0	我那个个税申报深圳以后有多久了税款怎么弄
1	滚
0	雇主雇主责任险和公众责任险包括哪些
0	转人工
1	你是傻逼原材料的增值税率是多少
0	哎你好我是销售方然后在上海的然后呃客人的是你们深圳的然后我在一月份开一张发票开给我我们深刻的一个客人然后刻了发票丢失了因为按照我们上海这边的操作呢只要提供已丢失发票抄报税证明和发票记账联复印件就可以认证抵扣了但是你们深圳这边说还需要登报声明然后到税务局备案是这样吗
0	您好我想请问一下哈就是我们单位有一个能言它是新增的状态那报送我在能源信息采集时发送状态显示报送成功身份验证状态一直显示在验证中这是什么原因
0	你好请问一下现在那个增值税的那个附加税顾家税费的深大是跟那个东哥睡一起的升到了对吗就是说你的我一起申报了之后就不需要在原先的那个第十局这边到此事时表示对吗
0	韵升哪个地方接触鸡这个月可能有的物业出来有的事情去了我觉得六月才出现但是咱们做点时间说谎如果是这样子的话我的梦里产生的这种输入法的问题
0	我们那个水包打一招了个没有口气喜欢一个会死呀
1	问你妹呀
1	狗屁
0	我这边的话如果要增加那个额网就是我们的发票的份数的话是在哪里操作
0	天转凉
0	我不知咨询个税
1	操蛋
0	出口退免税备案表的计算方法改变怎么操作
1	你有病吗
0	转人工服务
0	出租不动产将增值税税率是多少
1	可恶死呀
0	失眠是多少个人所得税起征点
0	呃企业所得税可以
0	现在小规模纳税人的认定标准是什么
0	抱抱我女儿的社保卡现在已经到期就是卡里面到现在没扣款还会扣款吗
0	你是不是要做我要社保的呀
0	我儿子你有病你这么晚妈妈这几天什么资料你身材
0	转人工
0	也不错的那个比较好吃表
0	哦我女儿办的那个医保卡社会保障卡为什么钱还没扣掉啊因为是因为要去医院看病吗现在不能用了
0	我是深圳技能你好
0	呃社保基数缴交
0	因为非正常的
0	日期一甩刀
0	继续着本地职工就是厦门市本地职工他的脚胶技术是多少哪一家公司
1	大笨蛋
0	如何添加客户信息
0	那个
0	你好我想我查一下说那个那个我那个医保的话是什么时候要交钱还是哪个银行的
0	我的社保卡扣费有问题
0	小微企业的企业所得税优惠政策是什么
0	转人工服务
0	六月十一号这边我这边代扣代缴的已经喝了三百二十块就是未成年人的那个保险费因为他那个未成年人已经转到外地去了那这个嗯缴销的在三百二十块能退吗
0	在网上怎么进行纳税申报
0	拔掉臭嘴需要带什么资料
0	个税起征点
0	我想问一下代发工资这一块的话然后我们这边开票的话要怎么开出去
0	转人工
0	疯子说问题
0	那个解绑怎么搞
0	我就是我我当然想见你原公司的财务负责人如果我没有删除的话对我会不会有影响吗
0	你好我想咨询一下呃我要扣缴增值税你们这边可以扣缴吗
1	就有屁用啊对呀
0	你好请问一下这个变更事务需要去世就是需要去税局吗
1	你大爷
1	你有病啊
0	去哪里了税控盘
0	哦你好我想请问一下就是个税申报然后的那个上面有一个城市为谁有城市维护那门的申报表我是直接点保存申报就好了还是说里面有些数字需要填写
0	社保代扣银行
1	你大爷
0	这点营业执照需要季度申报吗
0	关于借款利息的纳税问题
0	嗯是这样的我们个体工商户17年成立但是这没有在税务上进行任何操作我想咨询一下这种情况要怎么处理
0	啊哭啊
0	嗯
0	我想问一下营业执照什么省
0	社保缴交
0	直接都是那个智能客服小色哦
0	哦就是呃员工的个税报从公司移到公司之后人员信息采集已经成功但是专项附加扣除信息采集下载更新在新的就是转移到公司之后没有显示出之前公司所显示的那个专项附加扣除信息我想问一下这个到底怎么操作
1	滚
0	睡足八元
0	哦你好呃我我们公司的那个三方扣款协议额现在是东子状态然后我现在要怎么操作才能正常扣税
0	个人所得税
0	不要
1	去死吧
0	亲转人工
0	哪个我们这里好多女孩子你用的是哪一家哪一个店买的便宜我本来想把那个税务退款的那个看见那个人家和下载啊
1	放屁
0	你好
0	我咨询我社保的扣费没扣
0	我要办理购置税车辆购置税请问怎么操作
1	问你妈逼
0	人工服务
0	现在购票人
0	地址
1	你神经病啊
0	帮我转人工服务
0	企业所得税预缴
0	嗯发票勾选认证
0	你好在那个个人所得税上面进行申报企业代购了带扣的时候我这个上面一直没有显示我那个烂睡作品哎我们是一个公司的经理也就是我没办法选择每家公司给我代扣我这边一直显示空的这个是什么情况呢
1	滚
1	去你妈的
0	频道
0	我是个体工商户地址在福田变更道变更到龙岗我需要办地址变更流程是怎么操作
0	谁经理企业在国内
1	妈的他既然服务真的搞死人
0	嗯我想问一下那个办理那个电子发票是要到原所在群吗
0	你他妈的路上拿着税控盘网络
0	税务纳税改革操作流程
0	就是我厌旧了然后现在要在网上办理发票
1	你傻逼
0	发票领购
0	一定要前面一个那你爹重量数量更重重要舍不得那个半身不遂
0	哎你好我想咨询一下就是关于那个个人缴纳社保退费的哦程序是怎么走的
0	我想申领增值税专用发票在哪里申领
0	这款人工
0	我想注销一家公司怎么操作
0	克服了被你这样说好像总觉得他说剪短了坐下我就不愿意说你毕竟是机器人
0	转人工
0	酒店不开发票怎么办怎么投诉
1	大爷的转人工
0	申请一般纳税人怎么操作啊
0	白羊宫
0	七岁
0	这个月医保没有扣费怎么了
0	北京扣除项目
0	转人工
0	公司理财收入怎样交税
1	我说了你这个贱货贱货老子提出的问题正确的问题你一个都打不出来你怎么这么贱呢你接了没地方放了电话像你这种贱货的话呢你这是找死啊你理我提出的问题你打出来了没有你怎么告诉我们的
0	帮我帮我查询一下思明区的电话
0	发票作废操作
0	我想说就是
0	对方拒绝履行代扣代缴义务该如何处理
0	我想问一下就是我老公的房产现在想转到我的名字上面这样子要怎么操作废物那些罪要怎么算
0	我接收不到验证码
0	登陆账号不存在是什么原因
0	转人工
0	请问两周多的小孩怎么办一次宝
0	给岳父大人我吃了个饺子就这几天才明白
0	那个呃增值税专用发票在哪里可以查询到在哪里查询开通了去领吧
0	在开发票需要什么资料柜台盖盖子发票
0	票种核定
0	嗯你好我那上面显示我申报成功但是扣款失败失败原因是过户通讯超时通讯故障那个我要怎么操作
0	我想查询一下小孩子的社保扣扣款情况
0	我叫
0	呃我想问一下
0	人工服务
0	会麻木
0	我不骂你你都不烦我烦呐你现在就自首吧我们的娃信息给她怎么说呢然后把那就是情况来看我的吗绝对都很纠结的感情还抵不过一句话
0	哦坐地铁啊
0	哦四月份开始六个点的增值税票是否需要在三月份缴纳增值税
0	嗯增值税发票代开在哪里
0	你好我要作废空白发票怎么操作
0	个人人工客服
0	张晨帅发票代开笑啊是多少在电子税务局
0	身份证被注册
0	转人工服务转人工
0	麻烦
0	机票火车票
0	我是吧费用还没扣
0	人工服务
0	笨不笨
0	这次医保为什么还没有扣款
0	傻笑傻笑傻笑傻笑
0	你好我想问一下就是我们那个公司税务上班纳入非正常户说查无死去怎么解决
1	哎我想看我想操你逼操你逼操你屁眼
0	王爷陵公
0	涨人工
0	了解社保基数申报
0	人工转人工
0	个体工商户能不能开增值税专用发票
0	增值税一般纳税人核定信息入库失败
1	你傻逼
1	操你妈
0	你好我想问一下那个个人的话开发票的话是怎么操作
0	我看见不回答她就知道了吗到按下按伦敦
0	你是兼职人员的工资如何申报自然人税收管理系统
0	哦灵活就业怎么办理
0	喂
0	哦你好我想问一下那个关于那个非正常用户解除是怎么申请的
0	转人工
0	你好我想问一下那个屌丝的加计级减百分之十第六行为什么在本期发生了一些实际点几点来是灰色的
0	我想问一下法人实名认证的操作程序
0	嗯这个这几个字
0	嗯
0	所得税汇算清缴啊是按照当年的净利润的核算还是按未分配的利润的金额来算
0	我单位的那个开票二维码信息有误刚才我打了个电话让我下载了一个急速开票但是我不知道怎么操作
0	你好我想问一下我有空了三百二十块钱是额是扣什么钱扣了三百二十块钱
0	发票的供应商全部要他们在这个月的二十五号前
0	要是我那个一个艰难卡里面扣了三百二但是不知道是谁的我也想查一下
0	自然人税收管理系统
0	人工服务
0	你好我代开发票的话我想把代开发票下面的那个收款人和复核人写成不一样的人的名字是在哪里操作的
0	通过税务平台是否可以交纳房屋契税
0	你好请问离职人员如果海澳台在当企业在那个发放那个呃奖金的情况下还需要合并计税吗
0	没病的
0	你妈的18年开的普通发票在一九年可否逢冲
0	农产品国税代开的发票应该填到增值税纳税申报表附列资料二的哪一栏
0	累计减除费用
0	新办小规模企业四月份如何申报个税没有员工
0	那我要咨询一下这样我在扣了再报课程生产经营所得吗哦要扣款的时候银联卡后付款然后他显示等会儿失败请稍后再聊还然后从早上到现在一直这样这怎么处理啊
1	你怎么这么笨呢
1	滚
0	算了算了算了
0	发票作废
0	转人工
0	新办的公司需要办理税务登记吗
0	开票软件操作
1	你妈的梅林功夫
0	代理设置怎么弄
0	我是个体经营户
1	真笨
0	挺好的
0	我想深圳市社会保险断交一个月要怎么处理您请教
0	转人工
0	什么地方修
1	烦死了
0	报税怎么报
0	汉子
0	如何零报税
0	就是那个三代手续费
0	你睡我竟然能克服小声请问你想咨询什么
0	税库银三方扣款协议
0	没问题
0	个人所得税自理自然人
0	嗯长方体然后有一方狗服帖异常我他女儿需要防水的话需要交好多
0	个人所得税申报信息填了然后那个企业扣缴的时候看不到那个信息
0	大爷的啥子饭啊啊啊啊
0	人工人工人工
0	你好我要增加那个发票份数怎么操作
0	奔腾双系统显示扣款锁死是什么原因
0	妹
0	我想问一下嗯2018年多个人所得税超十二万的超过十二万的还要不要坐那个飞奔去
0	现在才三点多钟就下班了吗奇怪了现在不是工作时间我真的有点牛
0	什么问题嗯我想问一下系统的密码重置应该怎么操作
0	不能睡应该
1	真是个笨蛋
0	你好我想咨询一下我们是企业想想帮那些想帮员工交报税报个税我不知道该怎么操作我因为我们之前没有做过因为我们是我们是一个劳务派遣公司以以前限额最近才开始给那个员工代发工资但是现在关系到一个个税的问题
0	个人所得税扣缴费用问题
0	扣发票查询
0	我想要查一下我那个就是把小规模的那个转成了一般纳税人现在是转成功了没有想让你们帮我查一下
0	抱抱
0	汽车申报流程
0	嗯
0	爸爸为代扣成功
0	没回家海关进口增值税发票认证期是几天
0	在一家公司辞职之后那个财务负责人如何删除
0	转人工
0	欢乐的爸爸打过电话我的热宝怎么这个月还没扣啊你帮查一下
0	二零一八年的企业所得税小微企业的条件是怎么样的
1	你妹的
0	就是现在电子商务比赛开的时候超过了十万我就没办法再开了要怎么办
0	涨人工
0	个税
0	个人所得税
0	大爷你交税发票
0	请问一下五月份申报截止日期是什么时候
0	人工服务啊
0	电脑六电子废物及显示是一般企业财务报表但是在费用里面报了小企业的年报都没有什么意见呢
0	现在我在开票软件里面做了
0	真的能帮到我吗
0	你好我想咨询一下我这个是南极格服装深圳有限公司
0	我想给人转人工服务
0	个税病倒
0	安保不成功账号显示不存在
0	手机上能不能升申报纳税
0	年度汇算清缴五年补亏表不能天数
0	地税网上不去
0	就是人工客服
0	哦你好请问一下我想那个从那个就是说额做2018年年度汇算清缴里面有一个企业所得税年度纳税申报表填报表单里面有一些呃需要填报的那个那个表单里面有打勾的我现在有些事取消那个打勾我怎么去操作谢谢
0	我想咨询一下你发的短信过来我想进去怎么操作不了
0	这个回答乱七八糟的乱七八糟的乱七八糟的
0	我给我家小朋友交的社保然后我忘记停了然后我已经不在厦门了然后这个月已经给我扣费了要怎么办
0	小规模可以领张票吗
0	如何申报
0	嗯已经那个什么密码进原原操作员离职然后再报个人所得税的时候的那个密码
0	已绑定财务负责人如果需要添加新的企业作为财务负责人怎么操作
0	零申报
1	我操你妈
0	自主择业转业军人将要交养老金
1	废物网点
0	增值税申报
0	个人所得税
0	分手以后再返聘改变以后的税收是怎么样去收要不要收数的最
0	转人工
0	喂我想咨询个人所得税
0	发票一张是作废的是不是要到柜台去办理什么研究啊急什么业务呢
0	请问客人可以开发票给企业吗
0	跳表对比服务异常
0	庆森增值税专用发票
0	你好那个就是在本月应申报后三里出现那个文化事业建设费然后按申报那个刺激加载中一直不行是谁报表凌晨到
0	不想再碰到问题可多了我又傻了
0	一社保减退人员操作失误怎么返回
1	你妹的
0	未成年如何参保呢可以自己缴费吗
0	个人所得税如何申报
0	我要查询企业注销的进展情况
0	我想问一下就是
0	旅客运输服务扣税如何抵扣
0	哦转人工
1	你傻呀我操
0	人工
0	转
0	我正在使用呼叫保持服务请不要挂机
0	税额包装
0	我要转人工服务
0	喂你好那个我也想害死的那个医保怎么没看到了
0	哦小夏你好哦我我刚刚注册了我是个体商户吗然后我刚刚注册了那个其企业注册刚注册完毕然后我想在这个额就是个体的个体户了这边要交社保医保要如何操作呢
0	拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉
0	要十二月
0	更改的新网站吗
0	小鸡炖蘑菇
0	我想问一下就是关于那个创新人才讲的话嗯它不是有个税款所属期是二零一八年的一月一号到二零零八年的十二月三十一号吗哦那如果年终奖怎么算呢因为年终奖的话一般四一八年的年终奖他会死个税是在一九年的一月缴纳吗
0	就是那个人所得税减免的那个是要怎么操作
0	人工服务
0	申报纳税显示申请正常那是是不是就可以了
0	登录国家税务总局
0	嗯收购发票发票联丢了怎么办
0	转人工
0	计较发票平台认证勾选的时候如果勾选为报税后那应该在哪个时期抵扣
0	哎呀妈呀
0	别的什么智能的烦死打不进去
0	嗯累计扣除累计减除费用只有两只累积了两个月的还有一个月的累计到怎么回事
0	打死我脸蛋啊帮我转人工
0	我想问一下新的那个歌最改革完之后那个企业怎么操作呀
0	增值税专票哦交的增值税他也想收附加税的减免吗
0	从万能版升级为十万元版需要怎么操作的呢
0	浦东漂身为潮汕精神为
0	我想查一下谢宇哲这个社保卡
0	哦我想咨询就那个
0	因血宝光光能否续缴
0	我在电脑上操作做那个三字何以发现它那个税号跟注册号受不了三个人了
0	我操
0	啊
0	你好
0	帮我转人工
0	个人所得税
0	我想咨询人工服务
0	自然人税收管理系统身份验证号码更改
0	我想查询一下购票员委托书在哪里下载
0	喂在申报那个增值税及附加税的时候他的就是不能申报一窗式比对不成功它提示是条鱼调用系统服务
0	接受了
0	转人工
0	发票认证的网址
1	你他妈是个傻逼我日你妈好不好
0	都说
1	他妈的素质都过不来到植物园那这个地方没有你你你有没有见过
0	个人代开发票
1	你要说你妈逼
0	转人工转人工
0	戴蔻代购
0	广告费和业务宣传费酒类广告支出比例
0	人工费就自己找地方住我崩溃了
0	企业变更财务负责人操作步骤
1	你是猪吗
0	转人工
0	嗯
0	在三星期
0	喂你好就是我想问一下我现在需要法人实名绑定我为绑定这家企业吗但是我进去用电脑或者手机操作它都是显示那个系统异常稍后再试然后我反复试了很多次了还是这个问题然后我想问一下这些怎么回事
0	不
0	就是说私车公用通行费的开票要开企业的那这个要怎么操作
0	小林有
0	喂
0	我问一下那个手机上可不可以开发票
0	你好问一下那个就是个税交纳的那个帐户密码是
0	就我在开发票的时候现在开不了了发票弹出来就是超过离线开票时间请上传发票后再进行开具但是半个小时就是几个小时过去了还是不得闲就是说想那个咨询一下怎样手动上传
0	昨天去开了房租发票但是缴税凭证
0	在坂田住
0	二零一八年厦门社会平均工资多少
0	个税起征点
0	人工服务
0	你好我想问一下我之前一六年九月份到17年四月份的个税因为没有抱歉的需要在网上申报要从哪里进去怎么操作
1	你为什么这么笨
0	请问增值税发票在网上查验不到怎么办
0	帮转人工服务
1	仍然是傻逼呢
0	我那个找孩子读小学的
0	生产经营所申报系统里面投资者的信息怎么办
1	机器人狗屎
0	啊不行不需要哈
0	嗯
0	你好我想问一下就是分公司的话没有业务也就是什么都没有需要报个税吗
0	呃我要变更税务机关需要带什么资料
0	我们
1	就是笨蛋
1	哦尼玛
0	验证码是多少手机动态吗
1	狗屎为什么
0	呃我是想查一下我这个牌子
0	为什么有我员工他的那个呃扣税标准后个税扣除标准为零呢
0	我现在的社保卡已经停了从去年的六月份到二零一九年到现在没有教我怎样可以续交这个费用
0	哎我想问一下是不是低级了是人就不冷了申请发票
0	喂你好我想问一下就是我这个纳税个税申报为什么那个申报不起他的那个发送申报的时候塌陷的不是蓝点不点点击不上去就是申报不起
0	王强查询那个发票嗯没有笑脸吗只有机器编号怎么查询
1	我操你妈呀
0	解除自动扣费
0	个体户的生产经营所得是定期定额请问一下这个的话会在哪里申报应该怎么申报
0	你妹
0	缴纳印花税
0	文化建设税的表格在那下载
0	股权转让过程中自然人转让给企业
0	卡拉是每年
0	哇我想问一下就是那个我在注册的时候收不到验证码是怎么回事啊
0	失业金需要本人去办理吗
1	狗屎
0	曾氏增值税的凌晨把怎么申报
0	你是狗骨胶
0	你好
0	看我是不是有没用的呀好像没错
0	哎发票开了但是没有收到是怎么回事网上代开的
0	个体户发票增加
0	嗯人工服务
0	你好给你鼓励一下我个人的去那个税务局开那个普通发票的话那这个公司还要再交个人所得税吗
0	自然人三方协议怎么填写
0	嗯我想要咨询那个工伤电了董事是保税区也要去变动是
0	变更公司信息从哪里操作
0	缴纳的社保呢在个税之前不扣吗
0	还反转让税收问题
0	增加购票员
0	纳税登记之后多久可以报税
0	网人工
0	个人所得税
0	人工服务
0	十
0	那个个税生个税更正一定要到主管的社会机关更正还是其他区的税务局也可以更正
0	转人工
0	我要亲吻请问一下猪肉的税率是好多
0	我想问一下我卡上
0	喂你好
1	妈个逼
1	请问你想咨询什么问题来说三遍操你妈
0	跑跑
0	是吧小孩睡吧
0	转人工
0	等一下到那边去了
0	个人所得税申报是怎样操作的
1	操你妈
0	我就像我和我老公做的事怎么都不切到单位了嗯
0	最高限量发售之后现在要去税局领发票然后我在网上怎么操作
0	就是我我发票怎么查询
0	好几家那个那么笨呐
1	你是傻逼吗
0	你好我想问一下那个奇才内成员单位之间那个免息借款的时候那个增值税是现在是可以不交纳企业所得税是不是有同样的优惠还是说企业所得税还要作两边的那个那是挑战的条件
0	我想请问一下我一个没有买点别的房子如果这样给小孩要交什么税
0	人工服务
0	我导航要交多少税
0	我这个月报税不能下载那个税务局的和和定核定睡那个数据
0	那我问一下你客户说他公司上次服服的那个百分之十的家具
0	我这里吧我要找不到你你是哪个姐妹呢
0	哥怎么什么都不鸟啊
0	嗯我想请问一下这个呃增值税专用发票冲红是怎么操作
0	当然多
0	就是那个税种核定的话我是可以自己弄的是吧
0	我操
0	演员
0	转人工
0	网上发票代开的上一个操作
0	嗯
0	我现在这个深圳的一家企业呃一个是个税那个嗯客户端没有申报还有一个是二零零八年的第四季度呃记住那个孙氏申报的时候逾期请问现在我这东西该怎么处理呢
1	操你大爷的妈的
0	生病吗个人所得税初始密码
0	我这个票现在开不出来我开票的时候他本月他说那个本月已经开具金额加上本次要开具的金额之和大于当年现开金莲
0	为人工服务
0	你好我想咨询一下那个人所得税居民个人劳务报酬所得税预扣预缴这个是怎么个操作法
0	投诉
0	那之前的二零一九年四月一号之前购买的不动产已经就是已经那个申请了
0	扣不了税个啥
0	病理公司名称变更
0	三百二的社保是什么费用
0	嗯扣费问题
